age,job,marital,education,default,housing,contact,month,duration
32,technician,single,university.degree,no,yes,cellular,aug,93
44,blue-collar,married,high.school,unknown,yes,telephone,may,73
29,management,single,university.degree,no,yes,cellular,may,468
37,management,divorced,unknown,no,no,cellular,nov,74
48,retired,married,basic.4y,unknown,no,cellular,jul,780
33,services,single,university.degree,no,yes,cellular,oct,252
38,blue-collar,married,basic.6y,unknown,yes,telephone,jun,258
41,blue-collar,married,basic.4y,unknown,no,cellular,apr,197
57,housemaid,married,basic.4y,no,yes,telephone,jul,381
35,blue-collar,married,basic.9y,no,no,telephone,jun,15
34,blue-collar,married,basic.9y,no,yes,cellular,apr,210
50,entrepreneur,married,basic.9y,no,yes,telephone,jun,82
49,management,married,university.degree,no,no,cellular,apr,289
28,blue-collar,married,basic.9y,no,no,cellular,may,549
53,admin.,single,unknown,unknown,no,cellular,jul,183
52,admin.,married,professional.course,no,yes,cellular,jul,139
35,admin.,single,professional.course,unknown,yes,telephone,may,352
65,technician,married,professional.course,no,no,cellular,sep,263
26,blue-collar,married,basic.9y,no,yes,cellular,apr,77
56,blue-collar,divorced,basic.9y,no,yes,cellular,jul,123
39,housemaid,married,basic.9y,no,yes,cellular,nov,150
23,admin.,single,high.school,no,yes,cellular,jul,34
32,admin.,single,university.degree,no,no,cellular,aug,159
35,admin.,single,university.degree,no,yes,cellular,aug,789
50,management,married,university.degree,no,no,cellular,jul,650
52,management,married,professional.course,no,unknown,telephone,may,135
58,retired,divorced,university.degree,no,yes,telephone,may,83
37,blue-collar,divorced,professional.course,no,yes,cellular,nov,75
34,admin.,single,university.degree,no,no,cellular,nov,169
54,technician,married,professional.course,no,yes,telephone,may,150
60,admin.,married,university.degree,no,no,cellular,aug,133
30,blue-collar,married,basic.9y,no,yes,cellular,jul,219
34,blue-collar,married,basic.9y,no,no,cellular,apr,234
30,blue-collar,married,high.school,no,yes,telephone,jun,32
43,blue-collar,married,basic.9y,unknown,yes,telephone,may,226
37,blue-collar,married,basic.4y,no,yes,cellular,may,164
34,technician,married,high.school,no,no,cellular,may,347
30,admin.,married,high.school,no,unknown,cellular,nov,104
31,technician,married,basic.6y,no,yes,telephone,nov,51
41,services,married,high.school,no,yes,cellular,may,314
48,admin.,married,university.degree,no,no,cellular,nov,298
21,student,single,high.school,no,no,cellular,oct,328
42,admin.,married,unknown,no,no,telephone,may,221
38,blue-collar,married,basic.6y,no,yes,telephone,jul,226
42,self-employed,married,university.degree,no,yes,telephone,may,1002
40,technician,married,professional.course,unknown,yes,telephone,may,105
33,admin.,married,university.degree,no,no,telephone,jun,286
37,admin.,divorced,university.degree,unknown,yes,cellular,may,230
37,blue-collar,married,high.school,unknown,no,telephone,may,26
38,blue-collar,single,high.school,no,no,cellular,mar,141
52,management,divorced,university.degree,no,no,cellular,nov,578
44,technician,single,professional.course,no,yes,cellular,aug,95
38,technician,single,high.school,no,no,telephone,may,152
24,services,single,high.school,no,yes,telephone,jun,453
32,technician,single,professional.course,no,yes,cellular,jul,234
32,services,married,high.school,no,no,telephone,may,162
44,services,married,unknown,no,no,cellular,jun,151
39,services,single,university.degree,unknown,yes,cellular,nov,43
57,blue-collar,married,basic.4y,unknown,yes,cellular,jul,153
50,admin.,married,university.degree,no,yes,cellular,apr,160
50,services,married,basic.4y,unknown,yes,telephone,may,507
36,management,married,university.degree,unknown,yes,cellular,aug,508
40,services,divorced,high.school,no,no,telephone,jun,155
47,blue-collar,married,basic.6y,no,yes,telephone,may,93
36,student,single,unknown,unknown,yes,cellular,may,567
33,admin.,single,high.school,no,yes,cellular,aug,167
27,admin.,single,high.school,no,yes,cellular,jul,112
60,retired,married,university.degree,unknown,no,cellular,aug,430
37,entrepreneur,married,university.degree,unknown,yes,telephone,nov,215
35,management,married,high.school,no,yes,telephone,nov,159
49,admin.,married,basic.4y,no,yes,cellular,may,43
40,admin.,divorced,university.degree,no,no,telephone,jul,192
43,blue-collar,married,basic.9y,unknown,yes,cellular,may,545
47,admin.,married,university.degree,no,no,cellular,aug,470
33,management,married,university.degree,no,no,cellular,aug,191
40,admin.,single,high.school,no,no,telephone,jun,97
58,blue-collar,married,basic.4y,unknown,yes,cellular,jul,86
46,technician,divorced,professional.course,no,yes,cellular,jul,387
38,blue-collar,married,basic.6y,no,yes,telephone,may,221
47,services,divorced,high.school,no,no,telephone,may,421
59,admin.,married,professional.course,no,yes,cellular,aug,1241
35,services,married,basic.9y,no,no,telephone,jun,98
29,admin.,single,university.degree,no,yes,cellular,aug,112
50,management,married,professional.course,no,yes,cellular,nov,381
39,management,divorced,university.degree,no,yes,cellular,nov,10
32,admin.,single,professional.course,no,no,cellular,may,6
31,technician,married,university.degree,no,no,telephone,may,125
24,services,married,high.school,no,yes,telephone,jun,298
41,services,married,high.school,unknown,yes,telephone,jun,31
22,services,single,high.school,no,yes,telephone,jun,94
28,self-employed,single,university.degree,no,no,cellular,jun,373
41,admin.,married,basic.9y,no,yes,telephone,jul,120
36,blue-collar,married,basic.9y,unknown,no,cellular,jul,218
53,admin.,divorced,university.degree,no,yes,cellular,mar,228
28,entrepreneur,married,basic.4y,unknown,yes,telephone,may,143
62,management,divorced,high.school,no,no,cellular,aug,405
52,admin.,divorced,university.degree,unknown,yes,cellular,jul,201
28,admin.,divorced,university.degree,no,yes,cellular,may,1148
29,blue-collar,single,basic.6y,no,no,telephone,nov,69
39,blue-collar,divorced,basic.9y,no,yes,telephone,may,182
39,technician,single,university.degree,unknown,no,cellular,oct,125
60,admin.,married,professional.course,no,yes,cellular,apr,571
33,technician,married,professional.course,no,yes,telephone,may,390
32,blue-collar,married,basic.6y,no,no,cellular,nov,188
49,self-employed,married,professional.course,no,yes,telephone,may,214
31,admin.,married,high.school,no,no,telephone,may,469
27,housemaid,married,high.school,no,yes,cellular,jul,189
38,services,married,high.school,no,no,cellular,apr,186
31,admin.,married,university.degree,no,no,cellular,aug,112
40,management,single,high.school,no,no,cellular,jul,94
28,admin.,married,high.school,no,yes,cellular,nov,254
56,admin.,married,high.school,no,no,cellular,sep,276
35,admin.,single,university.degree,no,no,cellular,jul,330
56,management,married,basic.9y,no,yes,cellular,nov,62
35,technician,divorced,professional.course,no,yes,cellular,aug,536
46,admin.,divorced,basic.9y,no,yes,cellular,may,275
32,blue-collar,married,basic.9y,no,yes,cellular,may,230
45,services,single,unknown,no,no,telephone,apr,541
34,management,divorced,basic.6y,unknown,yes,telephone,may,271
56,housemaid,divorced,basic.4y,no,yes,cellular,nov,212
39,technician,single,professional.course,no,no,cellular,jul,617
24,unknown,single,university.degree,no,yes,cellular,jun,74
50,management,single,university.degree,no,yes,telephone,may,184
43,unemployed,divorced,basic.9y,no,no,cellular,jul,398
52,retired,married,high.school,no,yes,cellular,aug,293
59,technician,married,university.degree,no,no,cellular,aug,119
27,blue-collar,married,basic.4y,no,yes,cellular,may,259
33,unemployed,married,basic.9y,no,yes,telephone,nov,41
25,services,single,high.school,no,no,cellular,oct,79
47,housemaid,married,professional.course,no,yes,telephone,jun,132
31,blue-collar,single,high.school,unknown,yes,telephone,jun,187
43,blue-collar,married,basic.9y,unknown,unknown,cellular,may,123
34,blue-collar,single,basic.9y,unknown,no,telephone,may,289
50,services,married,high.school,no,yes,cellular,nov,90
31,admin.,married,university.degree,no,yes,cellular,aug,64
45,services,divorced,basic.4y,no,no,cellular,apr,296
35,technician,married,professional.course,no,yes,cellular,sep,390
59,blue-collar,married,basic.4y,unknown,no,cellular,jun,340
29,technician,married,university.degree,no,no,cellular,aug,80
28,admin.,single,university.degree,no,yes,telephone,may,393
45,admin.,married,high.school,no,yes,cellular,nov,527
47,technician,single,university.degree,no,no,cellular,apr,115
41,self-employed,married,university.degree,no,yes,cellular,aug,92
42,management,married,high.school,no,no,cellular,aug,588
32,technician,single,university.degree,no,yes,cellular,aug,645
32,blue-collar,married,basic.6y,no,yes,cellular,jul,251
33,blue-collar,married,high.school,no,no,telephone,may,328
43,management,married,unknown,unknown,no,cellular,apr,177
34,blue-collar,married,university.degree,no,no,cellular,may,208
59,housemaid,married,basic.4y,unknown,no,cellular,aug,77
31,admin.,married,university.degree,no,yes,cellular,nov,210
24,admin.,single,university.degree,no,yes,cellular,jun,74
27,blue-collar,single,basic.9y,no,no,cellular,jul,284
37,services,married,high.school,no,yes,cellular,may,81
53,self-employed,married,university.degree,no,yes,cellular,nov,1221
31,blue-collar,married,basic.9y,no,yes,telephone,jun,704
56,technician,married,professional.course,no,no,cellular,jul,196
35,technician,married,high.school,no,unknown,cellular,aug,171
54,retired,married,professional.course,unknown,no,cellular,aug,95
39,entrepreneur,married,basic.9y,unknown,yes,cellular,may,158
44,management,married,basic.9y,no,yes,cellular,aug,260
49,technician,married,professional.course,no,yes,telephone,jul,70
47,management,married,basic.4y,no,no,telephone,jun,216
30,blue-collar,single,basic.6y,no,no,cellular,may,92
29,admin.,single,high.school,no,no,cellular,may,230
39,technician,single,professional.course,no,yes,telephone,jul,241
33,entrepreneur,married,university.degree,no,yes,telephone,may,135
32,technician,married,university.degree,no,no,telephone,jun,281
49,technician,married,unknown,no,no,cellular,apr,378
32,admin.,married,university.degree,no,yes,cellular,jul,144
52,admin.,divorced,high.school,no,yes,cellular,nov,127
28,services,divorced,high.school,unknown,no,cellular,jul,278
29,admin.,single,university.degree,no,yes,cellular,aug,88
47,management,married,high.school,no,no,cellular,may,282
36,admin.,married,high.school,unknown,no,telephone,may,21
23,blue-collar,single,basic.9y,no,no,cellular,jul,250
59,technician,divorced,basic.4y,no,yes,telephone,jun,135
45,unknown,single,high.school,no,yes,cellular,jul,83
29,blue-collar,married,basic.6y,no,no,cellular,may,16
74,retired,divorced,high.school,no,yes,telephone,dec,88
66,retired,married,basic.4y,no,yes,telephone,nov,1127
46,admin.,married,high.school,no,no,cellular,nov,504
43,blue-collar,single,unknown,unknown,no,telephone,may,299
46,management,married,university.degree,no,yes,cellular,may,293
49,admin.,married,high.school,unknown,no,telephone,may,139
28,management,single,university.degree,no,no,cellular,jul,292
34,unemployed,single,university.degree,no,no,telephone,jun,409
43,technician,married,basic.9y,unknown,yes,telephone,jun,818
45,blue-collar,married,basic.4y,no,no,cellular,jul,157
46,technician,divorced,professional.course,no,no,cellular,may,78
36,management,married,university.degree,no,no,cellular,nov,226
44,blue-collar,married,basic.4y,no,no,cellular,nov,107
30,technician,married,university.degree,no,yes,cellular,apr,103
42,technician,married,professional.course,unknown,no,cellular,aug,88
48,admin.,divorced,university.degree,no,no,cellular,may,1062
34,blue-collar,single,basic.9y,unknown,yes,cellular,jul,562
33,services,married,basic.4y,no,no,telephone,may,58
40,technician,married,professional.course,no,yes,cellular,aug,156
37,services,married,high.school,no,no,cellular,may,157
30,technician,single,professional.course,no,yes,cellular,aug,191
33,management,divorced,university.degree,no,yes,cellular,jun,63
32,technician,single,high.school,no,yes,cellular,may,361
44,technician,married,basic.6y,unknown,yes,telephone,jun,160
58,retired,divorced,university.degree,no,yes,telephone,may,825
62,technician,married,unknown,no,yes,cellular,jul,273
42,services,single,high.school,no,no,telephone,jun,207
46,services,married,basic.9y,no,no,cellular,jul,630
37,management,married,high.school,no,no,cellular,may,292
37,blue-collar,married,professional.course,no,yes,telephone,may,112
46,services,married,basic.9y,no,no,cellular,may,984
34,admin.,unknown,university.degree,no,yes,cellular,jul,243
46,services,married,high.school,no,no,cellular,jul,92
37,management,married,university.degree,no,no,cellular,may,546
47,management,married,university.degree,no,no,telephone,may,24
36,admin.,married,university.degree,no,no,telephone,jun,199
32,technician,married,professional.course,no,yes,cellular,nov,370
46,entrepreneur,married,high.school,no,yes,cellular,aug,435
51,entrepreneur,divorced,university.degree,unknown,no,telephone,may,112
24,student,single,basic.4y,no,yes,telephone,jul,57
53,admin.,married,basic.9y,unknown,yes,telephone,may,168
46,unemployed,married,basic.6y,no,yes,cellular,nov,113
51,blue-collar,married,basic.9y,unknown,unknown,telephone,may,487
56,technician,married,unknown,no,yes,telephone,may,174
35,admin.,single,high.school,no,yes,cellular,may,13
34,technician,married,professional.course,unknown,yes,cellular,aug,189
38,self-employed,married,basic.9y,no,no,cellular,may,270
